,channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber,e_m_lower,e_m_upper,e_y_lower,e_y_upper,age,v_per_view,age_cate
516,Entertainment,US,2016-12-16,$15.7K - $251.6K,$188.7K - $3M,A,,0,0,34,238756093,1,62893200,Kids Pretend Play,15700.0,251600.0,188700.0,3000000.0,2,7022238.029411765,0
517,Entertainment,US,2005-10-10,$31.5K - $504.2K,$378.2K - $6.1M,A,72.0,211899,5221957,3222,3163972748,32,126050700,Nickelodeon,31500.0,504200.0,378200.0,6100000.0,13,981990.3004345127,2
518,Entertainment,FR,2005-10-22,$24.7K - $395.7K,$296.8K - $4.7M,A,-35.0,151735,7078477,19943,8790218296,-47,98929800,LEGO,24700.0,395700.0,296800.0,4700000.0,13,440767.1010379582,2
519,Entertainment,CA,2013-03-05,$38.6K - $618K,$463.5K - $7.4M,A,-13.0,262408,10379634,3451,11170779091,2,154494900,Baby Big Mouth,38600.0,618000.0,463500.0,7400000.0,5,3236968.731092437,1
520,Entertainment,US,2013-08-30,$26.5K - $423.9K,$317.9K - $5.1M,A,-84.0,185021,1387698,51,340144899,61,105981600,Maya and Mary - Nursery Rhymes & Songs,26500.0,423900.0,317900.0,5100000.0,5,6669507.823529412,1
521,Entertainment,CL,2012-08-01,$34.7K - $555.4K,$416.6K - $6.7M,A,28.0,226824,4874436,19172,3446095391,35,138852000,MEGA Oficial,34700.0,555400.0,416600.0,6700000.0,6,179746.26491758815,1
522,Entertainment,ID,2016-01-15,$33.9K - $542.6K,$407K - $6.5M,A,104.0,1361448,9000456,430,1046797796,87,135662400,Ricis Official,33900.0,542600.0,407000.0,6500000.0,3,2434413.4790697675,0
523,Tech,,2009-09-02,$0.02 - $0.24,$0.18 - $3,D,,0,84,72,15697,9,34,SearchMojo,0.02,0.24,0.18,3.0,9,218.01388888888889,2
524,Entertainment,IN,2012-03-23,$37.1K - $593.4K,$445K - $7.1M,A,-5.0,290116,8008784,30646,4146777450,-2,148340100,Volga Video,37100.0,593400.0,445000.0,7100000.0,6,135312.1924557854,1
525,Entertainment,IN,2015-08-19,$34.4K - $550.3K,$412.7K - $6.6M,A,-11.0,202610,3160327,3396,2202952779,4,137582100,Flowers Comedy,34400.0,550300.0,412700.0,6600000.0,3,648690.4531802121,0
526,Entertainment,CA,2016-03-03,$48K - $768.2K,$576.2K - $9.2M,A,69.0,411951,8445321,282,3133252336,33,192054600,SIS vs BRO,48000.0,768200.0,576200.0,9200000.0,2,11110823.886524823,0
527,Entertainment,US,2017-07-07,$37.4K - $597.8K,$448.3K - $7.2M,A,62.0,312287,2515991,4994,1148254403,43,149443500,KOCOWA TV,37400.0,597800.0,448300.0,7200000.0,1,229926.79275130157,0
528,Entertainment,BR,2006-05-16,$58.2K - $931.2K,$698.4K - $11.2M,A,15.0,1267020,30047387,1537,5811316153,-15,232807200,Felipe Neto,58200.0,931200.0,698400.0,11200000.0,12,3780947.3994795056,2
529,Entertainment,US,2015-08-27,$0 - $0,$0 - $0,A,65.0,-328,128874,38,69961036,-152,-13533122,SUPERHERO MONSTER,0.0,0.0,0.0,0.0,3,1841079.894736842,0
530,Entertainment,US,2008-04-22,$29.8K - $476.7K,$357.5K - $5.7M,A,57.0,183917,3360528,1419,2430015059,49,119166300,Disney Junior,29800.0,476700.0,357500.0,5700000.0,10,1712484.18534179,2
531,Entertainment,IN,2015-01-02,$35.8K - $573.4K,$430.1K - $6.9M,A,43.0,231274,3869797,21616,2945854926,47,143362200,And TV,35800.0,573400.0,430100.0,6900000.0,4,136281.22344559585,1
532,Entertainment,US,2015-01-08,$33.4K - $534.2K,$400.6K - $6.4M,A,16.0,144649,2046173,650,1716638720,139,133541400,Scopian01,33400.0,534200.0,400600.0,6400000.0,4,2640982.6461538463,1
533,Entertainment,BR,2011-10-18,$36.2K - $579.8K,$434.9K - $7M,A,24.0,201633,7027559,18923,4320790438,19,144951000,RedeTV,36200.0,579800.0,434900.0,7000000.0,7,228335.3822332611,1
534,Entertainment,ES,2015-08-30,$37.1K - $593.4K,$445.1K - $7.1M,A,26.0,258461,2986928,596,1820189325,30,148357800,MikelTube,37100.0,593400.0,445100.0,7100000.0,3,3054008.9345637583,0
535,Entertainment,VN,2015-01-23,$30.9K - $494.8K,$371.1K - $5.9M,A,-11.0,316406,3770861,1263,2392379013,9,123705300,Kid Studio,30900.0,494800.0,371100.0,5900000.0,4,1894203.4940617578,1
536,Entertainment,BR,2008-07-04,$35.9K - $575K,$431.3K - $6.9M,A,26.0,167218,4752146,791,2509130016,47,143751600,Brancoala,35900.0,575000.0,431300.0,6900000.0,10,3172098.6295828065,2
537,Entertainment,IN,2016-09-06,$41.9K - $670.2K,$502.6K - $8M,A,1.0,287849,2976814,1727,1554235078,11,167544900,LIV Kids Hindi,41900.0,670200.0,502600.0,8000000.0,2,899962.4076433121,0
538,Entertainment,US,2014-04-17,$37.5K - $599.5K,$449.6K - $7.2M,A,6.0,441022,6084632,198,2406613014,7,149869800,Kluna Tik,37500.0,599500.0,449600.0,7200000.0,4,12154611.181818182,1
539,Entertainment,US,2016-10-16,$31.9K - $510.4K,$382.8K - $6.1M,A,16.0,344008,3468712,51,1057717118,44,127609800,Life of Sammie,31900.0,510400.0,382800.0,6100000.0,2,20739551.333333332,0
540,Entertainment,,2014-01-24,$35.9K - $575.1K,$431.3K - $6.9M,A,34.0,207201,4795310,208,4468599559,36,143779500,Come Play With Me,35900.0,575100.0,431300.0,6900000.0,5,21483651.72596154,1
541,Entertainment,IN,2008-02-26,$41.8K - $669.1K,$501.9K - $8M,A,21.0,269043,4326838,64226,3278373161,20,167284200,Zee Bangla,41800.0,669100.0,501900.0,8000000.0,10,51044.33034907981,2
542,Entertainment,TH,2011-10-17,$43.4K - $693.8K,$520.3K - $8.3M,A,-25.0,293254,6528697,43423,4620231240,-22,173446800,ThaiCh8 : ช่อง 8,43400.0,693800.0,520299.99999999994,8300000.000000001,7,106400.55362365567,1
543,Entertainment,IN,2011-10-31,$40.8K - $652.7K,$489.5K - $7.8M,A,5.0,223645,4235673,30940,3490919534,13,163167900,Mazhavil Manorama,40800.0,652700.0,489500.0,7800000.0,7,112828.68564964447,1
544,Entertainment,VN,2011-10-26,$34.4K - $549.6K,$412.2K - $6.6M,A,29.0,137494,2003012,476,1444905327,49,137400300,BIBI TV,34400.0,549600.0,412200.0,6600000.0,7,3035515.3928571427,1
545,Entertainment,US,2013-03-25,$41K - $655.9K,$491.9K - $7.9M,A,8.0,457522,7477382,319,2325329775,11,163968300,Lyrical Lemonade,41000.0,655900.0,491900.0,7900000.0,5,7289435.031347962,1
546,Entertainment,KR,2009-07-30,$44K - $703.2K,$527.4K - $8.4M,A,31.0,213611,4910389,61470,5846958834,44,175811100,MBCentertainment,44000.0,703200.0,527400.0,8400000.0,9,95118.90082967302,2
547,Entertainment,SI,2015-05-19,$32.2K - $515K,$386.2K - $6.2M,A,417.0,362217,2608190,199,976314848,189,128749200,TimKo Kid,32200.000000000004,515000.0,386200.0,6200000.0,3,4906104.763819096,0
548,Entertainment,EG,2017-01-12,$8.5K - $135.9K,$101.9K - $1.6M,A,278.0,362769,3186430,1969,1179077762,-28,33978600,dmc دراما,8500.0,135900.0,101900.0,1600000.0,2,598820.6003047233,0
549,Entertainment,AU,2013-08-14,$40.8K - $652.4K,$489.3K - $7.8M,A,14.0,377624,4656976,740,1635902332,12,163102500,Strawberry Jam Toys,40800.0,652400.0,489300.0,7800000.0,5,2210678.827027027,1
550,Entertainment,HU,2013-11-21,$42.3K - $676.9K,$507.7K - $8.1M,A,-1.0,502736,6410912,226,1822111770,9,169233300,LetsGoMartin - Nursery Rhymes,42300.0,676900.0,507700.0,8100000.0,5,8062441.460176991,1
551,Entertainment,RU,2016-01-14,$47.8K - $765.1K,$573.8K - $9.2M,A,13.0,507776,11626165,234,3363069535,15,0,Like Nastya,47800.0,765100.0,573800.0,9200000.0,3,14372092.02991453,0
552,Entertainment,ID,2014-09-04,$42.9K - $685.9K,$514.4K - $8.2M,A,21.0,473273,3684559,37318,1533325690,33,171469500,TRANS7 OFFICIAL,42900.0,685900.0,514400.0,8199999.999999999,4,41088.099308644625,1
553,Entertainment,UA,2014-10-20,$34.9K - $558.4K,$418.8K - $6.7M,A,23.0,323367,9050003,308,2977808488,31,139592400,Познаватель,34900.0,558400.0,418800.0,6700000.0,4,9668209.376623377,1
554,Entertainment,US,2016-11-20,$47K - $752.6K,$564.5K - $9M,A,29.0,195335,3342302,384,3842976288,21,188158800,Ryan's Family Review,47000.0,752600.0,564500.0,9000000.0,2,10007750.75,0
555,Entertainment,MX,2013-03-14,$21.7K - $346.8K,$260.1K - $4.2M,A,-83.0,2888,1886191,231,150443831,5,86703900,Luisito Kingdom,21700.0,346800.0,260100.00000000003,4200000.0,5,651271.9956709957,1
556,Entertainment,,2015-05-27,$32.8K - $524.7K,$393.5K - $6.3M,A,24.0,191280,5655615,4824,4170392823,0,131175000,The Late Show with Stephen Colbert,32800.0,524700.0,393500.0,6300000.0,3,864509.2916666666,0
557,Entertainment,US,2015-01-08,$28.2K - $450.9K,$338.1K - $5.4M,A,,0,2723,14,121170244,-174,112715700,COCOLAND,28200.0,450900.0,338100.0,5400000.0,4,8655017.42857143,1
558,Entertainment,US,2015-01-04,$47.5K - $759.9K,$569.9K - $9.1M,A,17.0,223366,4344493,206,2493568135,15,189982200,YoungBoy Never Broke Again,47500.0,759900.0,569900.0,9100000.0,4,12104699.68446602,1
559,Entertainment,ID,2015-07-28,$50.8K - $813.3K,$610K - $9.8M,A,0.0,316727,3945288,30654,3272534038,7,203328600,RCTI - LAYAR DRAMA INDONESIA,50800.0,813300.0,610000.0,9800000.0,3,106757.16180596333,0
560,Entertainment,VN,2017-03-28,$37.5K - $599.6K,$449.7K - $7.2M,A,25.0,212951,1776789,541,1287927733,33,149893200,Susi kids TV,37500.0,599600.0,449700.0,7200000.0,1,2380642.7597042513,0
561,Entertainment,DE,2010-08-11,$25.2K - $403.7K,$302.8K - $4.8M,A,784.0,359710,656355,226,194049665,831,100930500,EUROPA Kinderprogramm,25200.0,403700.0,302800.0,4800000.0,8,858626.8362831859,1
562,Entertainment,,2011-01-19,$48.4K - $775.2K,$581.4K - $9.3M,A,127.0,870165,13990627,402,3192334775,75,193788000,Lucas and Marcus,48400.0,775200.0,581400.0,9300000.0,8,7941131.281094528,1
563,Entertainment,KR,2007-01-06,$56.8K - $908.1K,$681.1K - $10.9M,A,97.0,507770,8832298,34529,6055927906,50,227020200,KBS World TV,56800.0,908100.0,681100.0,10900000.0,12,175386.71568826205,2
564,Entertainment,,2014-12-21,$26.9K - $430.5K,$322.9K - $5.2M,A,,0,0,115,116066980,2,107619600,toysplaytv,26900.0,430500.0,322900.0,5200000.0,4,1009278.0869565217,1
565,Entertainment,ID,2011-12-02,$51.3K - $820.4K,$615.3K - $9.8M,A,55.0,480378,3721419,20095,1951650796,62,205109100,Surya Citra Televisi (SCTV),51300.0,820400.0,615300.0,9800000.0,7,97121.21403334163,1
566,Entertainment,MX,2015-07-17,$42.7K - $682.5K,$511.9K - $8.2M,A,-29.0,421398,5230405,1726,2093786462,4,170632800,La Rosa de Guadalupe,42700.0,682500.0,511900.0,8199999.999999999,3,1213086.0150637312,0
567,Entertainment,DE,2015-09-25,$53.2K - $851.8K,$638.8K - $10.2M,A,23.0,607630,3349264,459,1318897113,36,212944800,Kinder Spielzeug Kanal,53200.0,851800.0,638800.0,10200000.0,3,2873414.1895424835,0
568,Entertainment,AU,2012-01-19,$58.1K - $930.2K,$697.6K - $11.2M,A,,0,0,1896,4284315862,4,232542600,SR Toys Collection,58100.0,930200.0,697600.0,11200000.0,7,2259660.2647679327,1
569,Entertainment,PH,2009-08-08,$47.3K - $756.1K,$567.1K - $9.1M,A,37.0,352748,3956106,16605,2460519498,53,189029100,GMA Public Affairs,47300.0,756100.0,567100.0,9100000.0,9,148179.4337850045,2
570,Entertainment,US,2015-07-17,$47K - $751.8K,$563.8K - $9M,A,95.0,530677,5754045,84,1841015695,81,187947000,Toys Make Me Smile,47000.0,751800.0,563800.0,9000000.0,3,21916853.51190476,0
571,Entertainment,PK,2016-07-11,$58.2K - $931.5K,$698.6K - $11.2M,A,26.0,498661,5872614,16843,2896267797,36,232863600,ARY Digital,58200.0,931500.0,698600.0,11200000.0,2,171956.76524372143,0
572,Entertainment,ID,2013-09-23,$70.1K - $1.1M,$841.7K - $13.5M,A,1.0,539679,5146119,21620,3086490931,3,280551600,Indosiar,70100.0,1100000.0,841700.0,13500000.0,5,142760.91262719705,1
573,Entertainment,US,2015-05-19,$53.8K - $860.9K,$645.7K - $10.3M,A,109.0,456537,2621571,271,551323302,194,215227800,Kids Club TV & Nursery Rhymes Songs,53800.0,860900.0,645700.0,10300000.0,3,2034403.3284132842,0
574,Entertainment,US,2006-11-21,$68.6K - $1.1M,$823.1K - $13.2M,A,25.0,557223,30516313,9746,14732776504,25,0,TheEllenShow,68600.0,1100000.0,823100.0,13200000.0,12,1511674.1744305356,2
575,Entertainment,US,2014-05-13,$65.9K - $1.1M,$790.9K - $12.7M,A,39.0,688625,21598511,2439,13130906295,18,263648100,[토이푸딩] ToyPudding TV,65900.0,1100000.0,790900.0,12700000.0,4,5383725.418204182,1
576,Entertainment,IN,2017-04-04,$31.6K - $505.1K,$378.8K - $6.1M,A,-96.0,753,357620,36,134148599,-189,126271800,SaDaB FilMs,31600.0,505100.0,378800.0,6100000.0,1,3726349.972222222,0
577,Entertainment,TH,2012-09-08,$57.8K - $924.5K,$693.4K - $11.1M,A,12.0,169285,1803900,1280,2195705657,35,231136800,Beam Copphone,57800.0,924500.0,693400.0,11100000.0,6,1715395.04453125,1
578,Entertainment,IN,2007-09-01,$38.3K - $612.4K,$459.3K - $7.3M,A,8.0,549923,13644386,6552,6172360961,-45,153094500,Shemaroo,38300.0,612400.0,459300.0,7300000.0,11,942057.5337301587,2
579,Entertainment,US,2016-09-05,$45.9K - $734.2K,$550.6K - $8.8M,A+,-147.0,1689,1103605,215,365510042,16,183545100,Cambodia Daily Life,45900.0,734200.0,550600.0,8800000.0,2,1700046.706976744,0
580,Entertainment,TH,2013-01-10,$92K - $1.5M,$1.1M - $17.7M,A+,-2.0,524058,13595411,50524,9385414566,-7,368025000,one31,92000.0,1500000.0,1100000.0,17700000.0,6,185761.51068798985,1
581,Entertainment,GB,2012-10-06,$109.6K - $1.8M,$1.3M - $21.1M,A+,17.0,1116161,8409837,222,2452853682,28,438549000,Toys And Little Gaby,109600.0,1800000.0,1300000.0,21100000.0,6,11048890.45945946,1
582,Entertainment,AU,2015-03-28,$119.4K - $1.9M,$1.4M - $22.9M,A+,29.0,541864,11027361,482,9465131750,35,477651000,CKN Toys,119400.0,1900000.0,1400000.0,22900000.0,3,19637202.800829876,0
583,Entertainment,US,2016-01-26,$109.4K - $1.8M,$1.3M - $21M,A+,,0,0,337,2657396397,72,437508000,Family GamesTV,109400.0,1800000.0,1300000.0,21000000.0,2,7885449.249258161,0
584,Entertainment,US,2017-02-07,$120.3K - $1.9M,$1.4M - $23.1M,A+,,0,0,150,2003696703,51,481284000,LES BOYS TV2,120300.0,1900000.0,1400000.0,23100000.0,1,13357978.02,0
585,Entertainment,US,2015-03-17,$159.4K - $2.5M,$1.9M - $30.6M,A+,10.0,385995,17967065,1272,26988280823,32,637470000,Ryan ToysReview,159400.0,2500000.0,1900000.0,30600000.0,3,21217201.904874213,0
586,Entertainment,IN,2010-07-31,$44K - $703.2K,$527.4K - $8.4M,A+,,0,5203898,8,175971122,531,175808700,BollyHD 1080p,44000.0,703200.0,527400.0,8400000.0,8,21996390.25,1
587,Entertainment,IN,2005-12-11,$225.8K - $3.6M,$2.7M - $43.4M,A++,15.0,977399,23480227,58150,16319006080,16,903396000,Zee TV,225800.0,3600000.0,2700000.0,43400000.0,13,280636.3900257954,2
588,Entertainment,US,2015-05-12,$187.7K - $3M,$2.3M - $36M,A++,19.0,2123110,17338754,530,5350608312,38,750942000,✿ Kids Diana Show,187700.0,3000000.0,2300000.0,36000000.0,3,10095487.381132076,0
589,Entertainment,MX,2014-10-14,$292.7K - $4.7M,$3.5M - $56.2M,A++,62.0,3973833,34776229,3680,9311126795,72,1170942000,Badabun,292700.0,4700000.0,3500000.0,56200000.0,4,2530197.498641304,1
590,Film,US,2015-12-02,$0 - $0,$0 - $0,B+,-40.0,1975,166969,221,16696480,-196,-3527490,8booth,0.0,0.0,0.0,0.0,3,75549.68325791856,0
591,Film,MY,2014-11-17,$4.6K - $73.5K,$55.1K - $882.1K,B+,293.0,58828,108808,90,38308596,366,18377460,AAC Dream,4600.0,73500.0,55100.0,882100.0,4,425651.06666666665,1
592,Film,TH,2013-12-04,$8K - $128.6K,$96.5K - $1.5M,B+,87.0,164609,1803049,354,318553883,-162,32154300,พระนครฟิลม์…,8000.0,128600.0,96500.0,1500000.0,5,899869.7259887005,1
593,Film,IN,2015-07-29,$7.9K - $125.9K,$94.4K - $1.5M,B+,6.0,64715,857591,472,434629496,5,31478700,Sonali Films Purulia Bangla,7900.0,125900.0,94400.0,1500000.0,3,920825.2033898305,0
594,Film,AE,2016-06-06,$7.6K - $121.9K,$91.4K - $1.5M,B+,7.0,78040,773475,116,328750516,10,30469200,Filipino Fairy Tales,7600.0,121900.0,91400.0,1500000.0,2,2834056.172413793,0
595,Film,,2018-04-04,$7.8K - $124.1K,$93K - $1.5M,B+,-32.0,28981,176964,374,142953895,-6,31014300,حريم السلطان,7800.0,124100.0,93000.0,1500000.0,0,382229.66577540105,0
596,Film,MX,2007-01-17,$4.6K - $73.7K,$55.3K - $884.5K,B+,81.0,3127,211624,855,381477368,428,18426450,SonyPicturesMéxico,4600.0,73700.0,55300.0,884500.0,12,446172.3602339181,2
597,Film,US,2014-03-13,$9K - $143.4K,$107.6K - $1.7M,B+,231.0,11836,103000,638,329768626,1,35859000,Fox Family Entertainment,9000.0,143400.0,107600.0,1700000.0,4,516878.724137931,1
598,Film,IN,2009-03-23,$7.1K - $114.2K,$85.7K - $1.4M,B+,29.0,42191,611972,1493,387210517,41,28553010,Cartoon Network India,7100.0,114200.0,85700.0,1400000.0,9,259350.64768921633,2
599,Film,IN,2015-11-16,$7.5K - $120.4K,$90.3K - $1.4M,B+,,0,0,3240,373777734,15,30111900,PS TAMIL SONGS,7500.0,120400.0,90300.0,1400000.0,3,115363.49814814815,0
600,Film,SA,2013-02-27,$6.5K - $104.4K,$78.3K - $1.3M,B+,23.0,78727,1224993,192,361814453,37,26101740,Drawings Angeli,6500.0,104400.0,78300.0,1300000.0,5,1884450.2760416667,1
601,Film,US,2015-11-15,$6.2K - $99.4K,$74.5K - $1.2M,B+,-17.0,55491,951861,110,345728588,22,24845730,Level UP,6200.0,99400.0,74500.0,1200000.0,3,3142987.1636363636,0
602,Film,US,2014-05-20,$7.5K - $120.7K,$90.5K - $1.4M,B+,13.0,53937,342234,351,184109448,29,30174000,APPLAUSE NEW YORK,7500.0,120700.0,90500.0,1400000.0,4,524528.3418803419,1
603,Film,VN,2014-04-02,$4.8K - $76.9K,$57.7K - $922.8K,B+,275.0,35597,106395,28,22101657,1,19224480,Minh Vương M4U,4800.0,76900.0,57700.0,922800.0,4,789344.8928571428,1
604,Film,RU,2009-05-11,$7.9K - $126K,$94.5K - $1.5M,B+,52.0,37231,489449,769,467015717,39,31503600,KINOFABRIKA,7900.0,126000.0,94500.0,1500000.0,9,607302.6228868661,2
605,Film,,2016-02-14,$8.2K - $130.7K,$98.1K - $1.6M,B+,7.0,22526,230230,133,327862440,11,32683800,Lise LS_01,8200.0,130699.99999999999,98100.0,1600000.0,2,2465131.127819549,0
606,Film,TR,2016-05-01,$6.8K - $109.3K,$81.9K - $1.3M,B+,82.0,40195,1439293,891,996094772,101,27315960,Aşk Laftan Anlamaz,6800.0,109300.0,81900.0,1300000.0,2,1117951.4837261504,0
607,Film,TR,2016-09-04,$4.9K - $78.3K,$58.7K - $939.4K,B+,-42.0,43700,1381874,373,883385286,-31,19570830,Oyuncak Kraliyeti,4900.0,78300.0,58700.0,939400.0,2,2368325.163538874,0
608,Film,AT,2015-03-15,$2.9K - $46K,$34.5K - $551.8K,B+,14.0,5171,72693,99,36251690,591,11496030,JAHA,2900.0,46000.0,34500.0,551800.0,3,366178.68686868687,0
609,Film,KR,2015-09-10,$8.6K - $137.3K,$103K - $1.6M,B+,-9.0,39853,398509,372,288549130,12,34323600,"토닥토닥 꼬모 - 애니메이션,…",8600.0,137300.0,103000.0,1600000.0,3,775669.7043010753,0
610,Film,FR,2011-04-19,$9.6K - $154K,$115.5K - $1.8M,B+,23.0,58954,1337459,2640,1103972860,34,38489400,Disney Junior FR,9600.0,154000.0,115500.0,1800000.0,7,418171.5378787879,1
611,Film,TR,2015-08-31,$9.1K - $146.1K,$109.6K - $1.8M,B+,-11.0,38887,951762,1021,609910756,5,36518400,Prens Yankı,9100.0,146100.0,109600.0,1800000.0,3,597366.0685602351,0
612,Film,TR,2006-10-21,$7K - $111.8K,$83.8K - $1.3M,B+,73.0,87112,1009677,122,332552046,72,27945960,Agugu Tv Türkçe,7000.0,111800.0,83800.0,1300000.0,12,2725836.4426229508,2
613,Film,BR,2015-07-21,$9.9K - $158.7K,$119K - $1.9M,B+,-18.0,188473,4191424,1021,1237952133,7,39677700,CanalKids - Tatá e Henrique,9900.0,158700.0,119000.0,1900000.0,3,1212489.846229187,0
614,Film,RU,2016-04-28,$8K - $127.2K,$95.4K - $1.5M,B+,2.0,64342,377647,112,145831215,31,31809300,• Gerand •,8000.0,127200.0,95400.0,1500000.0,2,1302064.419642857,0
615,Film,LV,2006-12-30,$7.4K - $117.7K,$88.3K - $1.4M,B+,26.0,81345,919053,690,375483387,37,29436330,Little Movies - игры для детей,7400.0,117700.0,88300.0,1400000.0,12,544178.8217391304,2
616,Film,US,2016-01-15,$8K - $128K,$96K - $1.5M,B+,6.0,90972,1120240,140,352262515,10,31987800,super FUN kids,8000.0,128000.0,96000.0,1500000.0,3,2516160.8214285714,0
617,Film,TW,2018-07-23,$7K - $111.5K,$83.6K - $1.3M,B+,,0,110055,2409,96109430,23,27863940,Kung Fu百曉生,7000.0,111500.0,83600.0,1300000.0,0,39895.985886259856,0
618,Film,US,2018-08-23,$8.8K - $141.3K,$106K - $1.7M,B+,114.0,77040,137983,1876,66773642,116,35333400,天天小丸子,8800.0,141300.0,106000.0,1700000.0,0,35593.62579957356,0
619,Film,TR,2013-03-02,$8.1K - $128.9K,$96.7K - $1.5M,B+,11.0,50384,862907,229,558470070,25,32221200,Kukuli,8100.0,128900.0,96700.0,1500000.0,5,2438733.930131004,1
620,Film,RU,2012-06-01,$7.9K - $125.9K,$94.4K - $1.5M,B+,28.0,80331,687971,43,352855828,51,31468200,Kote TV - Песенки для детей,7900.0,125900.0,94400.0,1500000.0,6,8205949.488372093,1
621,Film,IN,2009-02-07,$8.2K - $130.7K,$98K - $1.6M,B+,23.0,91779,1292346,340,544264422,25,32665800,Big Animation,8200.0,130699.99999999999,98000.0,1600000.0,9,1600777.7117647058,2
622,Film,IN,2005-06-20,$9.3K - $148K,$111K - $1.8M,B+,39.0,97252,1524112,9638,729705910,13,37009800,Bengali Movies - Angel Digital,9300.0,148000.0,111000.0,1800000.0,13,75711.34156463997,2
623,Film,GB,2012-02-21,$7K - $112.5K,$84.3K - $1.3M,B+,20.0,34822,464819,1354,301937052,43,28113630,Rapid Trailer,7000.0,112500.0,84300.0,1300000.0,6,222996.34564254063,1
624,Film,IT,2007-09-06,$9.3K - $148.8K,$111.6K - $1.8M,B+,23.0,71790,1542322,5306,788460225,160,37194000,Film&Clips,9300.0,148800.0,111600.0,1800000.0,11,148597.8562005277,2
625,Film,BR,2010-12-02,$8.8K - $140.2K,$105.1K - $1.7M,B+,41.0,82810,1843095,1148,814578867,33,35039400,Disney Junior Brasil,8800.0,140200.0,105100.0,1700000.0,8,709563.4729965157,1
626,Film,US,2016-02-23,$7.8K - $125.3K,$93.9K - $1.5M,B+,44.0,77631,2066167,273,665044604,14,31315200,PJ Masks Official,7800.0,125300.0,93900.0,1500000.0,2,2436060.8205128205,0
627,Film,US,2017-03-30,$6.9K - $110.1K,$82.5K - $1.3M,B+,43.0,66820,999398,85,389258333,49,27515190,BestClips,6900.0,110100.0,82500.0,1300000.0,1,4579509.8,0
628,Film,TR,2017-12-08,$8.1K - $129.7K,$97.3K - $1.6M,B+,-28.0,67174,535787,408,199100221,-4,32417700,Çocukcuk,8100.0,129699.99999999999,97300.0,1600000.0,1,487990.737745098,0
629,Film,DE,2013-07-14,$9.8K - $156.8K,$117.6K - $1.9M,B+,-11.0,158567,2728459,219,806691456,-9,39194400,Craftronix,9800.0,156800.0,117600.0,1900000.0,5,3683522.6301369863,1
630,Film,RU,2014-12-30,$7.9K - $125.9K,$94.4K - $1.5M,B+,10.0,51907,971452,1132,699434321,20,31476000,Кинокомпания «Русское»,7900.0,125900.0,94400.0,1500000.0,4,617874.8418727915,1
631,Film,BD,2017-04-04,$7.1K - $113.7K,$85.2K - $1.4M,B+,33.0,116418,1839055,1932,394020410,31,28412850,Rtv Drama,7100.0,113700.0,85200.0,1400000.0,1,203944.3115942029,0
632,Film,JP,2016-05-04,$9.4K - $150.9K,$113.2K - $1.8M,B+,10.0,61632,561346,697,257310702,30,37718700,きょんくま,9400.0,150900.0,113200.0,1800000.0,2,369168.8694404591,0
633,Film,IN,2017-02-27,$4.6K - $73.4K,$55K - $880.2K,B+,266.0,91413,511738,140,120380052,230,18338520,Bollywood All Time,4600.0,73400.0,55000.0,880200.0,1,859857.5142857142,0
634,Film,BR,2017-10-21,$8.6K - $137.9K,$103.4K - $1.7M,B+,-87.0,25216,4958324,1817,1777011969,-141,34473300,CartoonKiDS BR,8600.0,137900.0,103400.0,1700000.0,1,977992.2779306549,0
635,Film,KZ,2015-02-10,$4.5K - $71.2K,$53.4K - $854.9K,B+,-527.0,192,41085,286,20709531,23,17811150,Киноклипы,4500.0,71200.0,53400.0,854900.0,3,72410.94755244756,0
636,Film,ES,2016-05-24,$7.8K - $125.5K,$94.1K - $1.5M,B+,30.0,77489,1369724,387,539424256,40,31379100,¡Caja Mágica! Vídeos in Spanish,7800.0,125500.0,94100.0,1500000.0,2,1393861.1266149872,0
637,Film,DO,2016-10-13,$9.8K - $156.4K,$117.3K - $1.9M,B+,-12.0,156551,2823271,35,746210744,-11,39098100,Cartoon Studio,9800.0,156400.0,117300.0,1900000.0,2,21320306.971428573,0
638,Film,GB,2013-02-25,$9.9K - $158.5K,$118.9K - $1.9M,B+,18.0,163710,2067538,565,835158365,13,39625200,Mr Bean Cartoon World,9900.0,158500.0,118900.0,1900000.0,5,1478156.3982300884,1
639,Film,IN,2017-03-06,$7.8K - $125.3K,$94K - $1.5M,B+,193.0,131707,409103,77,108546860,165,31333800,Binjola Films Bangla,7800.0,125300.0,94000.0,1500000.0,1,1409699.4805194805,0
640,Film,TR,2010-07-14,$11K - $175.4K,$131.6K - $2.1M,B+,75.0,49284,610883,1812,862195852,57,43862400,Muhteşem Yüzyıl,11000.0,175400.0,131600.0,2100000.0,8,475825.52538631344,1
641,Film,RU,2015-12-09,$8.3K - $132K,$99K - $1.6M,B+,7.0,83789,1346083,68,776004809,-4,33003900,Песни Для Детей .tv,8300.0,132000.0,99000.0,1600000.0,3,11411835.426470589,0
642,Film,US,2012-01-16,$9.9K - $158.8K,$119.1K - $1.9M,B+,-17.0,59992,2324451,1061,2226596049,-4,39693600,Мультики студии…,9900.0,158800.0,119100.0,1900000.0,7,2098582.515551367,1
